"BARREL","SPECIES","PLANT ID","TOOTHPICK","QUAD","AorD_1","HT_1","FLWR_1","DATE_1","NOTES_1","AorD_2","FLWR_2","DATE_2","NOTES_2","AorD_3","FLWR_3","DATE_3","NOTES_3","AorD_4","FLWR_4","DATE_4","NOTES_4","AorD_5","FLWR_5","DATE_5","NOTES_5","AorD_6","FLWR_6","DATE_6","NOTES_6","AorD_7","FLWR_7","DATE_7","NOTES_7","AorD_8","FLWR_8","Height_8","DATE_8","NOTES_8","AorD_9","FLWR_9","DATE_9","NOTES_9","FLWRTotal","SEEDTotal"
92,"BRTE",715,"BLU D",3,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",4,2023-05-18,NA,"A",8,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"21",2023-06-29,NA,"D",8,2023-07-14,NA,8,704
92,"BRTE",717,"G S",3,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"D",1,2023-06-14,NA,"D",1,NA,2023-06-29,NA,"D",1,2023-07-14,NA,1,88
92,"BRTE",718,"BLU S",3,"A","2.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",4,2023-05-18,NA,"A",8,2023-06-08,NA,"A",8,2023-06-14,NA,"D",8,"27",2023-06-29,NA,"D",8,2023-07-14,NA,8,704
92,"BRTE",720,"G H",3,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",3,2023-06-14,NA,"D",3,"n/a",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
92,"BRTE",721,"G S",3,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"D",3,2023-06-08,NA,"D",3,2023-06-14,NA,"D",3,NA,2023-06-29,NA,"D",3,2023-07-14,NA,3,264
92,"BRTE",722,"BLK H",3,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,2023-06-14,NA,"D",3,"17",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
92,"LAGL",723,"BLU D",4,"A","0.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",29,2023-06-08,NA,"A",41,2023-06-14,NA,"A",41,"24",2023-06-29,NA,"D",68,2023-07-14,NA,68,2652
93,"BRTE",724,"BLU D",1,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"20",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
93,"BRTE",725,"BLK D",1,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"14",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
93,"BRTE",726,"R C",2,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"15",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
93,"BRTE",727,"Y S",2,"A","0.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
93,"BRTE",728,"R H",2,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
93,"BRTE",729,"G S",2,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",4,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"22",2023-06-29,NA,"D",10,2023-07-14,NA,10,880
93,"BRTE",730,"BLK S",2,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
93,"BRTE",731,"R S",2,"A","0.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"13",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
93,"BRTE",733,"G H",3,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"30",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
93,"BRTE",734,"R H",3,"A","3.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"17",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
93,"BRTE",735,"R H",4,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",5,2023-06-08,NA,"A",5,2023-06-14,NA,"A",5,"21",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
93,"BRTE",736,"BLU D",4,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"D",2,"16",2023-06-29,NA,"D",2,2023-07-14,NA,3,264
93,"BRTE",737,"G D",4,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"D",2,"22",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
93,"BRTE",738,"BLK S",4,"A","2.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"32",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
93,"BRTE",1946,"BLK C",4,"A",NA,0,NA,"NEW","NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-04,"NEW","A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"18",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
94,"ELEL",1964,"R H",1,"A",NA,0,NA,"NEW","NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-18,"NEW","A",0,2023-06-08,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
95,"BRTE",740,"BLK H",2,"A","0.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
95,"BRTE",741,"BLU D",2,"A","2.7",0,2023-03-20,"NEW","D",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"21",2023-06-29,NA,"D",3,2023-07-14,NA,3,264
95,"BRTE",742,"G S",2,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-08,NA,"A",6,2023-06-14,NA,"A",6,"26",2023-06-29,NA,"D",9,2023-07-14,NA,9,792
95,"BRTE",743,"R C",3,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",4,2023-05-18,NA,"A",7,2023-06-08,NA,"A",12,2023-06-14,NA,"A",12,"17",2023-06-29,NA,"D",12,2023-07-14,NA,12,1056
95,"BRTE",744,"BLK S",3,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
95,"BRTE",1630,"BLU D",1,"A",NA,0,NA,"NEW","A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"15",2023-06-29,NA,"D",0,2023-07-14,NA,0,0
95,"BRTE",1631,"BLK S",2,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-29,NA,"D",0,2023-07-14,NA,0,0
95,"BRTE",1632,"R H",2,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"19",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
95,"BRTE",1633,"G C",4,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-29,NA,"D",0,2023-07-14,NA,0,0
96,"BRTE",745,"R H",2,"A","0.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"8",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
96,"BRTE",746,"BLU D",2,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
96,"BRTE",747,"R C",2,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",6,2023-06-08,NA,"A",9,2023-06-14,NA,"A",9,"21",2023-06-29,NA,"D",15,2023-07-14,NA,15,1320
96,"BRTE",749,"BLK H",2,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"31",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
96,"BRTE",750,"BLK D",2,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",4,2023-06-14,NA,"D",4,"19",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
96,"BRTE",751,"BLK S",2,"A","0.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"D",1,"24",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
96,"LAGL",748,"R C",2,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",6,2023-06-08,NA,"A",5,2023-06-14,NA,"A",5,"11",2023-06-29,NA,"D",6,2023-07-14,NA,6,234
96,"BRTE",752,"BLU D",3,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"28",2023-06-29,NA,"D",6,2023-07-14,NA,6,528
96,"BRTE",753,"R H",3,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"23",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
96,"BRTE",754,"R C",3,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"D",1,"13",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
96,"BRTE",755,"G H",3,"A","2.2000000000000002",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"33",2023-06-29,NA,"D",3,2023-07-14,NA,4,352
96,"BRTE",756,"G S",3,"A","2.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-08,NA,"A",6,2023-06-14,NA,"D",6,"10",2023-06-29,NA,"D",6,2023-07-14,NA,6,528
96,"BRTE",757,"G D",3,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"D",4,2023-06-14,NA,"D",4,NA,2023-06-29,NA,"D",4,2023-07-14,NA,4,352
96,"BRTE",1634,"R C",4,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"31",2023-06-29,NA,"D",8,2023-07-14,NA,8,704
98,"BRTE",758,"BLK S",1,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"18",2023-06-29,NA,"D",11,2023-07-14,NA,11,968
98,"BRTE",759,"BLU S",1,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",4,2023-05-18,NA,"A",5,2023-06-08,NA,"A",5,2023-06-14,NA,"A",5,"19",2023-06-29,NA,"D",11,2023-07-14,NA,11,968
98,"BRTE",760,"R S",1,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",1,2023-05-18,NA,"D",1,NA,NA,"D",1,2023-06-14,NA,"D",1,NA,2023-06-29,NA,"D",1,2023-07-14,NA,1,88
98,"BRTE",761,"G H",1,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"A",2,"10",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
98,"BRTE",762,"Y D",1,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"D",0,2023-04-20,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
98,"BRTE",763,"BLK H",1,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"14",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
98,"BRTE",764,"BLU D",2,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"17",2023-06-29,NA,"D",8,2023-07-14,NA,8,704
98,"BRTE",765,"BLU S",2,"A","3.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
98,"BRTE",2009,"R H",2,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",8,2023-06-08,NA,"A",8,2023-06-14,NA,"A",8,"24",2023-06-29,NA,"D",12,2023-07-14,NA,12,1056
98,"BRTE",766,"G S",3,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"26",2023-06-29,NA,"D",11,2023-07-14,NA,11,968
98,"BRTE",1635,"GC",1,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"23",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
98,"BRTE",1636,"G D",1,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"19",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
98,"BRTE",1637,"BLK C",2,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"16",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
98,"BRTE",1890,"BLU S",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-20,"NEW","A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,0,0
99,"BRTE",767,"BLK S",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"23",2023-06-29,NA,"D",7,2023-07-14,NA,7,616
99,"BRTE",768,"BLU S",1,"A","0.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"D",4,2023-06-08,NA,"D",4,2023-06-14,NA,"D",4,NA,2023-06-29,NA,"D",4,2023-07-14,NA,4,352
99,"ELEL",769,"R S",1,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"12",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"ELEL",770,"G C",1,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"BRTE",771,"G S",2,"A","3.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",3,2023-06-08,NA,"A",3,2023-06-14,NA,"A",3,"20",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
99,"BRTE",772,"R H",2,"A","2.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-08,NA,"A",2,2023-06-14,NA,"D",2,"17",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
99,"BRTE",773,"BLU S",2,"A","2.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"24",2023-06-29,NA,"D",6,2023-07-14,NA,6,528
99,"BRTE",774,"G H",2,"A","3.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"36",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
99,"BRTE",775,"BLU S",2,"A","2.2999999999999998",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-08,NA,"A",4,2023-06-14,NA,"A",4,"46",2023-06-29,NA,"D",4,2023-07-14,NA,4,352
99,"BRTE",776,"BLK H",2,"A","3.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",5,2023-06-08,NA,"A",7,2023-06-14,NA,"A",7,"40",2023-06-29,NA,"D",7,2023-07-14,NA,7,616
99,"BRTE",779,"G S",3,"A","0.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",1,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,1,88
99,"BRTE",780,"R S",3,"A","1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"D",1,"9",2023-06-29,NA,"D",1,2023-07-14,NA,1,88
99,"ELEL",777,"G H",3,"A","0.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"4",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"ELEL",778,"BLK H",3,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"ELEL",781,"BLU H",3,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"14",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"BRTE",784,"R H",4,"A","2.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",1,2023-05-04,NA,"A",3,2023-05-18,NA,"A",4,2023-06-08,NA,"A",4,2023-06-14,NA,"D",4,"17",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
99,"BRTE",786,"G D",4,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-08,NA,"A",1,2023-06-14,NA,"A",1,"22",2023-06-29,NA,"D",2,2023-07-14,NA,2,176
99,"BRTE",787,"G S",4,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",6,2023-06-08,NA,"A",7,2023-06-14,NA,"A",7,"16",2023-06-29,NA,"D",15,2023-07-14,NA,15,1320
99,"BRTE",788,"BLK C",4,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",6,2023-05-18,NA,"A",7,2023-06-08,NA,"A",7,2023-06-14,NA,"A",7,"23",2023-06-29,NA,"D",7,2023-07-14,NA,7,616
99,"BRTE",789,"Y H",4,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",5,2023-06-08,NA,"A",5,2023-06-14,NA,"A",5,"22",2023-06-29,NA,"D",5,2023-07-14,NA,5,440
99,"ELEL",782,"BLK S",4,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"13",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"ELEL",783,"BLK H",4,"A","2.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"19",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"ELEL",785,"G H",4,"A","3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
99,"ELEL",1638,"R C",2,"NA",NA,0,NA,NA,"A",0,2023-04-11,"New","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-08,NA,"A",0,2023-06-14,NA,"A",0,"30",2023-06-29,NA,"A",0,2023-07-14,NA,0,0
