"BARREL","SPECIES","LH","NvI","PLANT ID","TOOTHPICK","QUAD","AorD_1","HT_1","FLWR_1","DATE_1","NOTES_1","AorD_2","FLWR_2","DATE_2","NOTES_2","AorD_3","FLWR_3","DATE_3","NOTES_3","AorD_4","FLWR_4","DATE_4","NOTES_4","AorD_5","FLWR_5","DATE_5","NOTES_5","AorD_6","FLWR_6","DATE_6","NOTES_6","AorD_7","FLWR_7","DATE_7","NOTES_7","AorD_8","FLWR_8","Height_8","DATE_8","NOTES_8","AorD_9","FLWR_9","DATE_9","NOTES_9","VWC_2","VWC_3","VWC_4","VWC_5","VWC_6","VWC_7","VWC_8","VWC_9","FLWRTotal","SEEDTotal"
77,"BRTE","FAST","INVASIVE",1584,"R C",1,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"27",2023-06-28,NA,"D",6,2023-07-14,NA,8.3,6.6,10.1,6,4.8,10.5,3.6,2,6,528
77,"BRTE","FAST","INVASIVE",1585,"BLK H",2,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-17,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"17",2023-06-28,NA,"D",3,2023-07-14,NA,8.3,6.6,10.1,6,4.8,10.5,3.6,2,3,264
78,"BRTE","FAST","INVASIVE",585,"G C",1,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,0,0
78,"BRTE","FAST","INVASIVE",586,"BLU D",1,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-28,NA,"D",3,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,3,264
78,"BRTE","FAST","INVASIVE",587,"R H",1,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",8,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"20",2023-06-28,NA,"D",10,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,10,880
78,"BRTE","FAST","INVASIVE",588,"BLK H",1,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"D",0,2023-04-20,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,0,0
78,"BRTE","FAST","INVASIVE",589,"BLU D",1,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,"10",2023-06-28,NA,"D",4,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,4,352
78,"BRTE","FAST","INVASIVE",590,"G S",1,"A","2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"19",2023-06-28,NA,"D",3,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,3,264
78,"BRTE","FAST","INVASIVE",591,"BLK S",1,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"14",2023-06-28,NA,"D",2,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,2,176
78,"BRTE","FAST","INVASIVE",592,"BLU D",2,"A","3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",3,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"22",2023-06-28,NA,"D",6,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,6,528
78,"BRTE","FAST","INVASIVE",593,"R S",2,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"15",2023-06-28,NA,"D",3,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,3,264
78,"BRTE","FAST","INVASIVE",594,"R H",3,"A","0.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,0,0
78,"BRTE","FAST","INVASIVE",595,"G H",3,"A","4.0999999999999996",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"20",2023-06-28,NA,"D",3,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,3,264
78,"BRTE","FAST","INVASIVE",596,"BLK C",3,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",8,2023-06-07,NA,"A",9,2023-06-14,NA,"A",9,"26",2023-06-28,NA,"D",9,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,9,792
78,"BRTE","FAST","INVASIVE",597,"G H",4,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"26",2023-06-28,NA,"D",6,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,6,528
78,"BRTE","FAST","INVASIVE",1884,"R C",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-20,"NEW","A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,1,88
78,"BRTE","FAST","INVASIVE",1885,"BLU D",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-20,"NEW","A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"22",2023-06-28,NA,"D",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,0,0
78,"BRTE","FAST","INVASIVE",1940,"BLK S",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-04,"NEW","A",0,2023-05-18,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"14",2023-06-28,NA,"D",2,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,2,176
78,"ELEL","MEDIUM","NATIVE",1586,"G C",1,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"16",2023-06-28,NA,"A",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,0,0
78,"BRTE","FAST","INVASIVE",1587,"BLK H",2,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,0,0
78,"BRTE","FAST","INVASIVE",1985,"BLU S",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",1,2023-06-14,"NEW","A",1,"22",2023-06-28,NA,"D",1,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,1,88
78,"ELEL","MEDIUM","NATIVE",1588,"R C",3,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"22",2023-06-28,NA,"A",0,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,0,0
78,"BRTE","FAST","INVASIVE",1589,"BLU D",4,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"23",2023-06-28,NA,"D",4,2023-07-14,NA,8.1,6.9,9.8,4.9,6.2,9.8,5.3,2.3,4,352
79,"BRTE","FAST","INVASIVE",598,"G S",1,"A","1.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"28",2023-06-28,NA,"D",6,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,6,528
79,"BRTE","FAST","INVASIVE",599,"R H",1,"A","2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",1,2023-06-14,NA,"D",1,NA,2023-06-28,NA,"D",1,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,1,88
79,"BRTE","FAST","INVASIVE",600,"BLK S",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",1,2023-06-07,NA,"D",1,2023-06-14,NA,"D",1,NA,2023-06-28,NA,"D",1,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,1,88
79,"BRTE","FAST","INVASIVE",601,"BLU S",1,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,0,0
79,"BRTE","FAST","INVASIVE",602,"R D",1,"A","2.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",8,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"27",2023-06-28,NA,"D",8,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,8,704
79,"BRTE","FAST","INVASIVE",603,"BLK S",2,"A","2.2999999999999998",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",4,2023-06-07,NA,"A",10,2023-06-14,NA,"A",10,"22",2023-06-28,NA,"D",10,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,10,880
79,"BRTE","FAST","INVASIVE",604,"R H",2,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"20",2023-06-28,NA,"D",7,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,7,616
79,"BRTE","FAST","INVASIVE",606,"R H",3,"A","2.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",4,2023-05-18,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"A",1,NA,2023-06-28,NA,"D",1,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,4,352
79,"BRTE","FAST","INVASIVE",609,"R C",3,"A","2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"19",2023-06-28,NA,"D",4,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,4,352
79,"ELEL","MEDIUM","NATIVE",605,"G S",3,"A","3.1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"18",2023-06-28,NA,"A",0,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,0,0
79,"ELEL","MEDIUM","NATIVE",607,"BLU S",3,"A","2.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"17",2023-06-28,NA,"A",0,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,0,0
79,"ELEL","MEDIUM","NATIVE",608,"BLK D",3,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"12",2023-06-28,NA,"A",0,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,0,0
79,"BRTE","FAST","INVASIVE",610,"BLU D",4,"A","2.2999999999999998",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,0,0
79,"BRTE","FAST","INVASIVE",611,"G D",4,"A","1.9",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",5,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"12",2023-06-28,NA,"D",7,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,7,616
79,"BRTE","FAST","INVASIVE",612,"R C",4,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"A",3,"20",2023-06-28,NA,"D",4,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,4,352
79,"BRTE","FAST","INVASIVE",1590,"G C",2,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-07,NA,"A",1,2023-06-14,NA,"D",1,"15",2023-06-28,NA,"D",1,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,1,88
79,"BRTE","FAST","INVASIVE",1591,"BLK S",3,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-07,NA,"A",7,2023-06-14,NA,"A",7,"24",2023-06-28,NA,"D",7,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,7,616
79,"BRTE","FAST","INVASIVE",1592,"BLU C",3,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"19",2023-06-28,NA,"D",4,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,4,352
79,"BRTE","FAST","INVASIVE",1974,"G H",3,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",4,2023-06-07,"NEW","A",4,2023-06-14,NA,"A",4,"19",2023-06-28,NA,"D",4,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,4,352
79,"ELEL","MEDIUM","NATIVE",1593,"G D",3,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"5",2023-06-28,NA,"A",0,2023-07-14,NA,7.3,5.7,8.3,5,6.1,9.6,4.7,1.9,3,279
80,"BRTE","FAST","INVASIVE",613,"BLU D",1,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",1,2023-05-04,NA,"A",4,2023-05-18,NA,"A",6,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"21",2023-06-28,NA,"D",6,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,6,528
80,"BRTE","FAST","INVASIVE",614,"BLK S",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",2,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"15",2023-06-28,NA,"D",7,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,7,616
80,"BRTE","FAST","INVASIVE",615,"G D",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"D",0,2023-06-08,NA,"D",2,2023-06-14,NA,"D",2,NA,2023-06-28,NA,"D",2,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,3,264
80,"BRTE","FAST","INVASIVE",616,"R H",1,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,0,0
80,"BRTE","FAST","INVASIVE",617,"R S",2,"A","0.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"18",2023-06-28,NA,"D",2,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,2,176
80,"BRTE","FAST","INVASIVE",618,"G C",2,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"22",2023-06-28,NA,"D",6,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,6,528
80,"BRTE","FAST","INVASIVE",619,"BLK H",4,"A","1.2",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-07,NA,"A",3,2023-06-14,NA,"D",3,"n/a",2023-06-28,NA,"D",3,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,3,264
80,"BRTE","FAST","INVASIVE",620,"G H",4,"A","1.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-07,NA,"A",5,2023-06-14,NA,"A",5,"24",2023-06-28,NA,"D",6,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,6,528
80,"BRTE","FAST","INVASIVE",621,"BLU S",4,"A","1.7",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",5,2023-06-07,NA,"A",8,2023-06-14,NA,"A",8,"16",2023-06-28,NA,"D",8,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,8,704
80,"BRTE","FAST","INVASIVE",622,"G S",4,"A","2.8",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",1,2023-05-04,NA,"A",3,2023-05-18,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"19",2023-06-28,NA,"D",2,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,3,264
80,"BRTE","FAST","INVASIVE",623,"R H",4,"A","2.2999999999999998",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",3,2023-05-18,NA,"A",0,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"32",2023-06-28,NA,"D",4,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,4,352
80,"BRTE","FAST","INVASIVE",624,"BLK C",4,"A","1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,0,0
80,"BRTE","FAST","INVASIVE",625,"BLU D",4,"A","1.3",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",4,2023-06-07,NA,"A",4,2023-06-14,NA,"A",4,"25",2023-06-28,NA,"D",6,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,6,528
80,"BRTE","FAST","INVASIVE",626,"R S",4,"A","1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"D",0,2023-06-08,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-28,NA,"D",0,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,0,0
80,"BRTE","FAST","INVASIVE",1941,"R C",1,"NA",NA,0,NA,NA,"NA",0,NA,NA,"NA",0,NA,NA,"A",0,2023-05-04,"NEW","A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"21",2023-06-28,NA,"D",1,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,1,88
80,"BRTE","FAST","INVASIVE",1594,"R C",4,"NA",NA,0,NA,NA,"A",0,2023-04-11,"NEW","A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",0,2023-06-07,NA,"A",0,2023-06-14,NA,"A",0,"25",2023-06-28,NA,"D",7,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,7,616
80,"BRTE","FAST","INVASIVE",1886,"G C",4,"NA",NA,0,NA,NA,"NA",0,NA,NA,"A",0,2023-04-20,"NEW","A",0,2023-05-04,NA,"A",0,2023-05-18,NA,"A",1,2023-06-07,NA,"A",2,2023-06-14,NA,"D",2,"11",2023-06-28,NA,"D",2,2023-07-14,NA,8.3,7,10.4,6.3,6,10.9,4.7,1.9,2,176
81,"BRTE","FAST","INVASIVE",627,"R H",1,"A","1.1000000000000001",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",1,2023-05-04,NA,"D",0,2023-05-18,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,7.6,7,9.1,6.3,6.3,11.9,4.8,2.5,1,88
81,"BRTE","FAST","INVASIVE",628,"Y D",1,"A","0.5",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"25",2023-06-29,NA,"D",3,2023-07-14,NA,7.6,7,9.1,6.3,6.3,11.9,4.8,2.5,3,264
81,"BRTE","FAST","INVASIVE",629,"BLU D",1,"A","0.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,7.6,7,9.1,6.3,6.3,11.9,4.8,2.5,0,0
81,"BRTE","FAST","INVASIVE",630,"BLK H",1,"A","2.4",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",2,2023-05-18,NA,"A",11,2023-06-07,NA,"A",14,2023-06-14,NA,"A",14,"17",2023-06-29,NA,"D",21,2023-07-14,NA,7.6,7,9.1,6.3,6.3,11.9,4.8,2.5,21,1848
81,"BRTE","FAST","INVASIVE",631,"G H",1,"A","1.6",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",2,2023-06-07,NA,"A",2,2023-06-14,NA,"A",2,"21",2023-06-29,NA,"D",2,2023-07-14,NA,7.6,7,9.1,6.3,6.3,11.9,4.8,2.5,2,176
81,"BRTE","FAST","INVASIVE",632,"BLK D",2,"A","2.2000000000000002",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"D",0,2023-05-04,NA,"D",0,NA,NA,"D",0,NA,NA,"D",0,2023-06-14,NA,"D",0,NA,2023-06-29,NA,"D",0,2023-07-14,NA,7.6,7,9.1,6.3,6.3,11.9,4.8,2.5,0,0
81,"BRTE","FAST","INVASIVE",633,"BLK S",3,"A","1",0,2023-03-20,"NEW","A",0,2023-04-11,NA,"A",0,2023-04-20,NA,"A",0,2023-05-04,NA,"A",1,2023-05-18,NA,"A",3,2023-06-07,NA,"A",6,2023-06-14,NA,"A",6,"15",2023-06-29,NA,"D",10,2023-07-14,NA,7.6,7,9.1,6.3,6.3,11.9,4.8,2.5,10,880
